iter	F1	Logloss
424	0.9723756906	0.09806043274
425	0.9723756906	0.09785057238
426	0.9723756906	0.09769299484
427	0.9723756906	0.09763336861
428	0.9723756906	0.09744199574
429	0.9728235836	0.09730761207
430	0.9728235836	0.09709379484
431	0.9728235836	0.09693894505
432	0.9728235836	0.09673501782
433	0.9728235836	0.09658154034
434	0.9728235836	0.09643264923
435	0.9728235836	0.09626575894
436	0.9728235836	0.09606686104
437	0.9728235836	0.09593135486
438	0.9732965009	0.09574280467
439	0.9732965009	0.09568455673
440	0.9732965009	0.09554038106
441	0.973768983	0.09532735805
442	0.973768983	0.09512124051
443	0.973768983	0.09498011724
444	0.973768983	0.09492418411
445	0.973768983	0.09479399066
446	0.9742410304	0.09468360356
447	0.973768983	0.09451709529
448	0.973768983	0.09432816075
449	0.973768983	0.09419873429
450	0.9742410304	0.09409108844
451	0.9742410304	0.0940364329
452	0.9742410304	0.09387431888
453	0.9742410304	0.09364446042
454	0.9742410304	0.09359226732
455	0.9742410304	0.09345453414
456	0.9756545705	0.09327625237
457	0.9756545705	0.09315181557
458	0.9756545705	0.09289942358
459	0.9756545705	0.09277473272
460	0.9756545705	0.09272958882
461	0.9756545705	0.09267630322
462	0.9756545705	0.09257298118
463	0.9751838235	0.09237486379
464	0.9756545705	0.09216339187
465	0.9756545705	0.09211639213
466	0.9756545705	0.09206429824
467	0.9756545705	0.09193090266
468	0.9751838235	0.0917383064
469	0.9751838235	0.09162541442
470	0.9751838235	0.0915789644
471	0.9751838235	0.09152770595
472	0.9751838235	0.09144068158
473	0.9751838235	0.09121122446
474	0.9751838235	0.09116541939
475	0.9751838235	0.09104716835
476	0.9751838235	0.09089214492
477	0.9751838235	0.09080722312
478	0.9756545705	0.09061382372
479	0.9756545705	0.0905635549
480	0.9756545705	0.09045499889
481	0.9761248852	0.09027020415
482	0.9761248852	0.09008737801
483	0.9761248852	0.08997144717
484	0.9761248852	0.08992647142
485	0.9765947682	0.08981221442
486	0.9765947682	0.08966422812
487	0.9765947682	0.08952050761
488	0.9770642202	0.08934339736
489	0.9775126205	0.08915170368
490	0.9775126205	0.0889900822
491	0.9775126205	0.08894178332
492	0.9775126205	0.08884911766
493	0.9775126205	0.08867437024
494	0.9775126205	0.08848756258
495	0.9775126205	0.08830767819
496	0.9779614325	0.08827463959
497	0.9779614325	0.08824193512
498	0.9779614325	0.08813075061
499	0.9788990826	0.08796000083
500	0.9788990826	0.08785153343
501	0.9788990826	0.08781922691
502	0.9788990826	0.08765956948
503	0.9788990826	0.08762760796
504	0.9788990826	0.08758116814
505	0.9784502522	0.08737569605
506	0.9784502522	0.08725594711
507	0.9784502522	0.08713793758
508	0.9784502522	0.08709258659
509	0.9784502522	0.08706138803
510	0.9784502522	0.08691244005
511	0.9784502522	0.08678305978
512	0.9784502522	0.08675216976
513	0.9784502522	0.0866526606
514	0.9784502522	0.08654753189
515	0.9784502522	0.08651694874
516	0.9788990826	0.08635081199
517	0.9793672627	0.08623665476
518	0.9789184235	0.08604207462
519	0.9789184235	0.0860120435
520	0.9789184235	0.08590152006
521	0.9789184235	0.08585767605
522	0.9789184235	0.08576025847
523	0.9789184235	0.08573056462
524	0.9793672627	0.08562781489
525	0.9793672627	0.08560528703
526	0.9793672627	0.08545883669
527	0.9793672627	0.08538773493
528	0.9793672627	0.08536537401
529	0.9793672627	0.08525789428
530	0.9793672627	0.08511461715
531	0.9793672627	0.08509242027
532	0.9793672627	0.08504979444
533	0.9789184235	0.08487663196
534	0.9793861658	0.08476506806
535	0.9798350137	0.08462490472
536	0.9798350137	0.08460298533
537	0.9798350137	0.08443583402
538	0.9803023362	0.08425974124
539	0.9803023362	0.08423807454
540	0.9803023362	0.08410262057
541	0.9803023362	0.08398813407
542	0.9803023362	0.08396664211
543	0.9803023362	0.08394534907
544	0.9803023362	0.0839011842
545	0.9803023362	0.0837662875
546	0.9803023362	0.08363222267
547	0.9807692308	0.08350960228
548	0.9807692308	0.08348870998
549	0.9812185066	0.08330760125
550	0.9812185066	0.08313686466
551	0.9812185066	0.08311619273
552	0.9812185066	0.08295537767
553	0.9816849817	0.08282411037
554	0.9816849817	0.08264797323
555	0.9816849817	0.08262756377
556	0.9816849817	0.08256009308
557	0.9816849817	0.08245996911
558	0.9816849817	0.08233278767
559	0.9816849817	0.08222689219
560	0.9816849817	0.08220666351
561	0.9816849817	0.08216460571
562	0.9816849817	0.08203883187
563	0.9816849817	0.08185867144
564	0.9821510297	0.08176531625
565	0.9821510297	0.08174544078
566	0.9821510297	0.08162210121
567	0.9821510297	0.0815179297
568	0.9821510297	0.08149822154
569	0.9821510297	0.08138060176
570	0.9821510297	0.08136108604
571	0.9821510297	0.08120697168
572	0.9821510297	0.08104487448
573	0.9821510297	0.08095333338
574	0.9821510297	0.0809340672
575	0.9821510297	0.08083911136
576	0.9821510297	0.0808200248
577	0.9821510297	0.08072431828
578	0.9821510297	0.08063017453
579	0.9821510297	0.0805714359
580	0.9821510297	0.08042496955
581	0.9821510297	0.08032523105
582	0.9821510297	0.08030637953
583	0.9821510297	0.08018019248
584	0.9821510297	0.08003142079
585	0.9821510297	0.07995673529
586	0.9821510297	0.07985269665
587	0.9821510297	0.07967765986
588	0.9821510297	0.07958599785
589	0.9821510297	0.07942965797
590	0.9821510297	0.07941112409
591	0.9821510297	0.07939276537
592	0.9821510297	0.07929248314
593	0.9821510297	0.07920246851
594	0.9821510297	0.07904730158
595	0.9821510297	0.07899088064
596	0.9821510297	0.07897269422
597	0.9821510297	0.07890036601
598	0.9821510297	0.07879012862
599	0.9821510297	0.07877213743
600	0.9821510297	0.07863139223
601	0.9821510297	0.07861364853
602	0.9821510297	0.07848511605
603	0.9821510297	0.07839478488
604	0.9821510297	0.07837730302
605	0.9821510297	0.07828700233
606	0.9821510297	0.07823206828
607	0.9821510297	0.07821474762
608	0.9826007326	0.07803160785
609	0.9826007326	0.07791197013
610	0.9826007326	0.07785264011
611	0.9826007326	0.07773712265
612	0.9826007326	0.07759360362
613	0.9826007326	0.07749888201
614	0.9826007326	0.07748190535
615	0.9826007326	0.07736863039
616	0.9826007326	0.07722058203
617	0.9826007326	0.0772037407
618	0.9826007326	0.07713754553
619	0.9826007326	0.07705073237
620	0.9826007326	0.07696058829
621	0.9826007326	0.0769444139
622	0.9826007326	0.07679102092
623	0.9830663616	0.07667757696
624	0.9830663616	0.07657687474
625	0.9830663616	0.07656032697
626	0.9830663616	0.07647797662
627	0.9830663616	0.0764293081
628	0.9835315645	0.07632012858
629	0.9835315645	0.07630370952
630	0.9835315645	0.07621679564
631	0.9835315645	0.07608016785
632	0.9835315645	0.07602487961
633	0.983996342	0.07588332485
634	0.983996342	0.07570426787
635	0.983996342	0.07557415005
636	0.983996342	0.07543752296
637	0.983996342	0.07538371611
638	0.983996342	0.07536818255
639	0.9844464776	0.07525561824
640	0.9844464776	0.0751897367
641	0.9844464776	0.07512536296
642	0.9844464776	0.07511001247
643	0.9844464776	0.07502796558
644	0.9844464776	0.07499015356
645	0.9844464776	0.07490709718
646	0.9844464776	0.07477012731
647	0.9844464776	0.0746870635
648	0.9844464776	0.07465397541
649	0.9844464776	0.07447913697
650	0.9844464776	0.07446398951
651	0.9844464776	0.07444033423
652	0.9844464776	0.07433157138
653	0.9844464776	0.07428241537
654	0.9844464776	0.07413902916
655	0.9844464776	0.07403679127
656	0.9844464776	0.07396177834
657	0.9844464776	0.07394679684
658	0.9849108368	0.07392340295
659	0.9849108368	0.07384398536
660	0.9849108368	0.07380819989
661	0.9849108368	0.07376864318
662	0.9849108368	0.07366683654
663	0.9849108368	0.0735366892
664	0.9849108368	0.07345514656
665	0.9849108368	0.07332634453
666	0.9849108368	0.07328746316
667	0.9849108368	0.07323787984
668	0.9849108368	0.07315905619
669	0.9849108368	0.07312430053
670	0.9849108368	0.07301789224
671	0.9849108368	0.0728568929
672	0.9849108368	0.07274218621
673	0.9849108368	0.07271253094
674	0.9849108368	0.07263684308
675	0.9849108368	0.07251274104
676	0.9849108368	0.07249829281
677	0.9849108368	0.07246450671
678	0.9849108368	0.07230078373
679	0.9849108368	0.07221324796
680	0.9849108368	0.07206408336
681	0.9849108368	0.07191949748
682	0.9853747715	0.07178243007
683	0.9853747715	0.071743194
684	0.9853747715	0.07160658394
685	0.9853747715	0.07156909889
686	0.9853747715	0.07152189666
687	0.9858382823	0.07137556279
688	0.9858382823	0.0712871673
689	0.9858382823	0.07115347392
690	0.9858382823	0.07114000597
691	0.9858382823	0.0711266671
692	0.9858382823	0.07108412172
693	0.9858382823	0.07101420883
694	0.9858382823	0.07092527635
695	0.9858382823	0.07091209078
696	0.9863013699	0.07086589653
697	0.9858382823	0.0707712254
698	0.9858382823	0.07074318456
699	0.9858382823	0.07064906459
700	0.9863013699	0.07051915273
701	0.9863013699	0.0703780112
702	0.9863013699	0.07034770759
703	0.9863013699	0.07024353022
704	0.9863013699	0.07023056741
705	0.9863013699	0.07014760137
706	0.9863013699	0.07011623618
707	0.9863013699	0.07007893234
708	0.9863013699	0.06998032122
709	0.9867519415	0.06987845178
710	0.9867519415	0.06978331548
711	0.9867519415	0.06970541557
712	0.9867519415	0.06968718706
713	0.987202925	0.06960164172
714	0.987202925	0.06956958112
715	0.987202925	0.06945771268
716	0.987202925	0.06935793368
717	0.987202925	0.06933994714
718	0.987202925	0.06925059301
719	0.987202925	0.0691744024
720	0.987202925	0.06907170524
721	0.987202925	0.06898163137
722	0.987202925	0.0688838007
723	0.987202925	0.0688006699
724	0.987202925	0.06873436019
725	0.987202925	0.06863850664
726	0.987202925	0.06860725627
727	0.987202925	0.06845809423
728	0.987202925	0.06844040367
729	0.987202925	0.06837236433
730	0.987654321	0.06834245492
731	0.987654321	0.06824864662
732	0.987654321	0.06815945554
733	0.987654321	0.06813108224
734	0.987654321	0.06806806967
735	0.9881170018	0.06798568321
736	0.9881170018	0.06795981077
737	0.9881170018	0.06794238165
738	0.9881170018	0.06781772765
739	0.9881170018	0.06772640079
740	0.9881170018	0.06761941032
741	0.9881170018	0.06753309145
742	0.987654321	0.06740394417
743	0.987654321	0.06731446451
744	0.9885792599	0.06715919741
745	0.9885792599	0.0670714339
746	0.9885792599	0.06705427944
747	0.9885792599	0.06697840321
748	0.9885792599	0.06694873713
749	0.9885792599	0.06687743652
750	0.9885792599	0.06676910047
751	0.9885792599	0.06675217813
752	0.9890410959	0.06663305673
753	0.9885792599	0.06660602972
754	0.9885792599	0.06652005708
755	0.9885792599	0.06643674075
756	0.9890410959	0.06631830482
757	0.9890410959	0.06626300144
758	0.9890410959	0.06620928
759	0.9890410959	0.06619255168
760	0.9890410959	0.06610890697
761	0.9890410959	0.0660238125
762	0.9890410959	0.06588897581
763	0.9890410959	0.06583663975
764	0.9890410959	0.0657996294
765	0.9890410959	0.06578436148
766	0.9890410959	0.06576785335
767	0.9890410959	0.06567355521
768	0.9890410959	0.06564735751
769	0.9890410959	0.06556682127
770	0.9890410959	0.06549573112
771	0.9890410959	0.0654408933
772	0.9890410959	0.06542810829
773	0.9890410959	0.06533167122
774	0.9890410959	0.06532688874
775	0.9890410959	0.06532213575
776	0.9890410959	0.06530945924
777	0.9890410959	0.06520260228
778	0.9890410959	0.06513235296
779	0.9890410959	0.06512833352
780	0.9890410959	0.06504594311
781	0.9890410959	0.06495398559
782	0.9890410959	0.06494927368
783	0.9890410959	0.06492358963
784	0.9890410959	0.06487284654
785	0.9890410959	0.0648603194
786	0.9890410959	0.06485635423
787	0.9890410959	0.06474242059
788	0.9890410959	0.0646241825
789	0.9890410959	0.06457142276
790	0.9890410959	0.06446738539
791	0.9890410959	0.06446276248
792	0.9890410959	0.0644503256
793	0.9890410959	0.06443579984
794	0.9890410959	0.06431561394
795	0.9890410959	0.06423569949
796	0.9890410959	0.0642312007
797	0.9890410959	0.06422673066
798	0.9890410959	0.06421235372
799	0.9890410959	0.06411107543
800	0.9890410959	0.06410657515
801	0.9890410959	0.06399308297
802	0.9890410959	0.06398081291
803	0.9890410959	0.06395607692
804	0.9890410959	0.06388863472
805	0.9890410959	0.06381023623
806	0.9890410959	0.06380584163
807	0.9890410959	0.06380147516
808	0.9890410959	0.06379713667
809	0.9890410959	0.06373538416
810	0.9890410959	0.06360188415
811	0.9890410959	0.06351378548
812	0.9890410959	0.06350947631
813	0.9890410959	0.06349735906
814	0.9890410959	0.06348345425
815	0.9890410959	0.06340750523
816	0.9890410959	0.06331673103
817	0.9890410959	0.0633047254
818	0.9890410959	0.06322887273
819	0.9890410959	0.063177108
820	0.9890410959	0.06311694622
821	0.9890410959	0.06300290762
822	0.9890410959	0.06297896269
823	0.9890410959	0.06286955952
824	0.9890410959	0.06278110819
825	0.9890410959	0.06277688611
826	0.9890410959	0.06270652114
827	0.9890410959	0.06270232231
828	0.9890410959	0.06269049313
829	0.9890410959	0.0625834096
830	0.9890410959	0.06254981289
831	0.9890410959	0.06253808602
832	0.9890410959	0.06253393851
833	0.9890410959	0.06244911176
834	0.9890410959	0.06237047188
835	0.9890410959	0.06236635146
836	0.9890410959	0.06231855731
837	0.9890410959	0.06226051013
838	0.9890410959	0.06225632169
839	0.9890410959	0.06224370272
840	0.9890410959	0.06219366448
841	0.9890410959	0.06218209779
842	0.9890410959	0.06210754423
843	0.9890410959	0.06197458045
844	0.9890410959	0.06196136185
845	0.9890410959	0.06185482837
846	0.9890410959	0.06175714323
847	0.9890410959	0.06174571838
848	0.9890410959	0.06173265566
849	0.9890410959	0.0617285332
850	0.9890410959	0.06163698597
851	0.9890410959	0.06162403598
852	0.9890410959	0.06155627805
853	0.9890410959	0.06154340595
854	0.9890410959	0.06146816817
855	0.9890410959	0.06139419256
856	0.9890410959	0.06139022016
857	0.9890410959	0.06137792346
858	0.9890410959	0.06135512887
859	0.9890410959	0.06135110022
860	0.9890410959	0.06133988088
861	0.9890410959	0.06120164853
862	0.9890410959	0.06119764495
863	0.9890410959	0.06111578089
864	0.9890410959	0.06106037958
865	0.9890410959	0.06104821792
866	0.9890410959	0.06100082555
867	0.9890410959	0.06098968812
868	0.9890410959	0.06097711268
869	0.9890410959	0.06092842863
870	0.9895025103	0.06085691816
871	0.9895025103	0.06077339109
872	0.9895025103	0.06076952077
873	0.9895025103	0.06074722527
874	0.9895025103	0.06066763889
875	0.9895025103	0.06065663536
876	0.9895025103	0.06065271253
877	0.9895025103	0.0605805764
878	0.9895025103	0.06056964895
879	0.9895025103	0.06050384494
880	0.9895025103	0.06044978352
