iter	Passed	Remaining
601	6307	412762
602	6315	412614
603	6325	412589
604	6334	412485
605	6343	412358
606	6353	412336
607	6362	412194
608	6371	412125
609	6383	412236
610	6392	412122
611	6402	412090
612	6412	412008
613	6422	411967
614	6431	411871
615	6441	411862
616	6452	411837
617	6461	411767
618	6471	411739
619	6481	411674
620	6491	411631
621	6501	411579
622	6510	411493
623	6520	411431
624	6529	411340
625	6539	411288
626	6548	411214
627	6558	411153
628	6567	411088
629	6576	410995
630	6586	410952
631	6595	410863
632	6606	410848
633	6616	410806
634	6625	410759
635	6636	410737
636	6646	410724
637	6656	410683
638	6666	410668
639	6677	410657
640	6687	410654
641	6698	410638
642	6707	410559
643	6717	410512
644	6726	410448
645	6736	410413
646	6747	410392
647	6757	410344
648	6766	410303
649	6776	410246
650	6786	410225
651	6796	410191
652	6806	410141
653	6819	410251
654	6830	410308
655	6840	410279
656	6852	410358
657	6863	410360
658	6873	410321
659	6883	410327
660	6894	410336
661	6904	410259
662	6914	410237
663	6923	410164
664	6933	410146
665	6944	410145
666	6953	410048
667	6963	410006
668	6972	409903
669	6981	409828
670	6991	409764
671	7000	409691
672	7010	409650
673	7019	409591
674	7030	409584
675	7039	409523
676	7050	409519
677	7060	409513
678	7070	409460
679	7081	409453
680	7091	409464
681	7101	409403
682	7111	409357
683	7120	409277
684	7131	409307
685	7141	409264
686	7150	409195
687	7160	409155
688	7169	409059
689	7179	409020
690	7189	409015
691	7199	408938
692	7208	408893
693	7217	408800
694	7228	408775
695	7238	408778
696	7248	408750
697	7259	408776
698	7269	408748
699	7280	408738
700	7291	408755
701	7301	408713
702	7311	408679
703	7321	408644
704	7330	408560
705	7340	408545
706	7349	408477
707	7359	408452
708	7369	408423
709	7379	408343
710	7392	408496
711	7401	408432
712	7429	409357
713	7446	409702
714	7458	409800
715	7469	409807
716	7478	409731
717	7487	409665
718	7497	409631
719	7506	409546
720	7515	409460
721	7525	409387
722	7534	409337
723	7543	409223
724	7552	409158
725	7562	409080
726	7571	409014
727	7581	408959
728	7589	408862
729	7599	408811
730	7608	408705
731	7617	408664
732	7628	408659
733	7637	408593
734	7648	408602
735	7658	408549
736	7668	408519
737	7679	408538
738	7689	408518
739	7698	408450
740	7708	408406
741	7717	408333
742	7727	408311
743	7737	408243
744	7747	408221
745	7756	408147
746	7766	408111
747	7776	408065
748	7785	407986
749	7794	407927
750	7804	407891
751	7814	407863
752	7824	407841
753	7834	407797
754	7845	407794
755	7854	407746
756	7865	407728
757	7875	407743
758	7885	407685
759	7896	407690
760	7906	407668
761	7916	407668
762	7927	407679
763	7938	407671
764	7948	407648
765	7959	407697
766	7971	407777
767	7982	407792
768	7992	407766
769	8002	407703
770	8012	407673
771	8023	407684
772	8033	407677
773	8045	407734
774	8055	407734
775	8066	407719
776	8077	407744
777	8088	407764
778	8098	407734
779	8108	407714
780	8118	407658
781	8128	407638
782	8151	408292
783	8161	408251
784	8171	408219
785	8180	408139
786	8190	408101
787	8199	408029
788	8209	407967
789	8219	407942
790	8228	407891
791	8239	407874
792	8248	407826
793	8259	407842
794	8269	407829
795	8279	407783
796	8290	407782
797	8300	407770
798	8309	407686
799	8319	407649
800	8328	407574
801	8338	407553
802	8347	407484
803	8357	407429
804	8370	407559
805	8380	407514
806	8389	407445
807	8399	407401
808	8408	407328
809	8417	407272
810	8427	407210
811	8437	407209
812	8447	407191
813	8457	407160
814	8468	407155
815	8478	407130
816	8489	407130
817	8499	407120
818	8509	407076
819	8519	407050
820	8529	407016
821	8538	406951
822	8547	406903
823	8557	406860
824	8567	406841
825	8577	406795
826	8586	406740
827	8596	406713
828	8606	406669
829	8616	406628
830	8625	406568
831	8636	406560
832	8646	406559
833	8656	406522
834	8667	406546
835	8677	406530
836	8687	406465
837	8697	406463
838	8707	406428
839	8717	406421
840	8727	406394
841	8737	406324
842	8746	406279
843	8756	406248
844	8766	406212
845	8776	406197
846	8787	406185
847	8797	406180
848	8806	406124
849	8816	406062
850	8826	406054
851	8836	406027
852	8847	406018
853	8857	406020
854	8867	405980
855	8878	406005
856	8888	405983
857	8898	405948
858	8908	405944
859	8918	405882
860	8927	405844
861	8938	405825
862	8947	405787
863	8957	405755
864	8967	405700
865	8977	405672
866	8986	405632
867	8996	405580
868	9006	405559
869	9015	405500
870	9025	405458
871	9034	405395
872	9044	405367
873	9055	405365
874	9065	405343
875	9076	405362
876	9086	405353
877	9096	405321
878	9106	405307
879	9118	405340
880	9130	405411
881	9141	405426
882	9151	405391
883	9160	405331
884	9170	405310
885	9180	405289
886	9190	405250
887	9199	405212
888	9209	405148
889	9219	405133
890	9229	405099
891	9239	405076
892	9248	405034
893	9259	405026
894	9269	405018
895	9279	404994
896	9291	405026
897	9302	405042
898	9312	405045
899	9323	405049
900	9333	405038
901	9342	404980
902	9352	404930
903	9361	404852
904	9374	404963
905	9384	404935
906	9393	404886
907	9403	404854
908	9413	404818
909	9422	404749
910	9432	404726
911	9441	404668
912	9451	404643
913	9461	404600
914	9471	404576
915	9482	404597
916	9491	404551
917	9502	404564
918	9512	404543
919	9523	404552
920	9533	404528
921	9542	404468
922	9553	404447
923	9562	404414
924	9571	404352
925	9582	404353
926	9592	404303
927	9602	404286
928	9612	404253
929	9621	404199
930	9630	404150
931	9640	404115
932	9650	404091
933	9660	404081
934	9671	404074
935	9682	404096
936	9693	404100
937	9704	404113
938	9715	404138
939	9726	404155
940	9736	404136
941	9747	404164
942	9757	404144
943	9767	404130
944	9778	404107
945	9788	404081
946	9798	404088
947	9809	404091
948	9819	404049
949	9829	404035
950	9838	403988
951	9848	403961
952	9858	403942
953	9869	403930
954	9879	403914
955	9889	403877
956	9898	403851
957	9909	403852
958	9919	403816
959	9929	403809
960	9939	403761
961	9948	403708
962	9958	403670
963	9967	403610
964	9977	403592
965	9987	403566
966	9997	403533
967	10008	403547
968	10017	403494
969	10027	403461
970	10036	403422
971	10045	403354
972	10055	403320
973	10065	403283
974	10074	403252
975	10085	403253
976	10095	403240
977	10105	403196
978	10113	403121
979	10123	403078
980	10132	403033
981	10142	402988
982	10151	402936
983	10161	402897
984	10170	402856
985	10185	403039
986	10198	403101
987	10208	403103
988	10221	403171
989	10232	403211
990	10243	403218
991	10254	403225
992	10263	403185
993	10273	403158
994	10284	403144
995	10294	403152
996	10304	403131
997	10314	403075
998	10324	403049
999	10333	402996
1000	10345	403072
1001	10356	403059
1002	10365	403005
1003	10375	402977
1004	10384	402946
1005	10393	402878
1006	10403	402849
1007	10413	402805
1008	10422	402774
1009	10432	402748
1010	10442	402724
1011	10452	402700
1012	10462	402655
1013	10472	402636
1014	10482	402630
1015	10492	402602
1016	10503	402607
1017	10513	402581
1018	10523	402571
1019	10533	402533
1020	10542	402493
1021	10552	402457
1022	10561	402394
1023	10571	402363
1024	10580	402328
1025	10590	402280
1026	10599	402249
1027	10609	402193
1028	10619	402184
1029	10629	402150
1030	10639	402125
1031	10649	402117
1032	10659	402105
1033	10669	402090
1034	10679	402068
1035	10689	402040
1036	10700	402034
1037	10711	402050
1038	10721	402025
1039	10731	402035
1040	10741	401978
1041	10751	401984
1042	10761	401946
1043	10770	401889
1044	10780	401867
1045	10790	401854
1046	10800	401818
1047	10809	401766
1048	10818	401718
1049	10828	401699
1050	10838	401661
1051	10848	401640
1052	10858	401627
1053	10869	401620
1054	10879	401599
1055	10888	401561
1056	10899	401554
1057	10908	401528
1058	10918	401505
1059	10929	401493
1060	10938	401442
1061	10948	401417
1062	10957	401381
1063	10966	401318
1064	10976	401301
1065	10986	401254
1066	10995	401206
1067	11004	401146
1068	11014	401112
1069	11023	401084
1070	11032	401022
1071	11042	400978
1072	11051	400931
1073	11061	400903
1074	11071	400898
1075	11082	400902
1076	11092	400889
1077	11102	400868
1078	11113	400873
1079	11123	400872
1080	11133	400836
1081	11143	400819
1082	11153	400777
1083	11163	400762
1084	11172	400726
1085	11181	400673
1086	11191	400637
1087	11200	400589
1088	11211	400593
1089	11221	400571
1090	11230	400528
1091	11240	400496
1092	11249	400459
1093	11260	400465
1094	11271	400457
1095	11280	400427
1096	11291	400423
1097	11301	400408
1098	11311	400385
1099	11321	400372
1100	11335	400482
1101	11344	400433
1102	11354	400415
1103	11363	400359
1104	11373	400328
1105	11382	400293
1106	11416	401106
1107	11439	401550
1108	11453	401649
1109	11464	401661
1110	11473	401619
1111	11482	401560
1112	11491	401495
1113	11500	401432
1114	11508	401366
1115	11517	401302
1116	11526	401236
1117	11535	401176
1118	11544	401113
1119	11552	401030
1120	11561	400976
1121	11569	400906
1122	11579	400865
1123	11588	400798
1124	11597	400768
1125	11606	400702
1126	11615	400631
1127	11624	400583
1128	11634	400572
1129	11644	400566
1130	11654	400525
1131	11664	400503
1132	11674	400483
1133	11683	400431
1134	11693	400403
1135	11702	400358
1136	11712	400336
1137	11721	400282
1138	11730	400234
1139	11739	400185
1140	11750	400193
1141	11760	400170
1142	11769	400108
1143	11779	400074
1144	11788	400042
1145	11797	399986
1146	11806	399942
1147	11815	399872
1148	11824	399834
1149	11834	399784
1150	11844	399784
1151	11855	399777
1152	11864	399754
1153	11875	399737
1154	11885	399718
1155	11894	399686
1156	11905	399689
1157	11915	399669
1158	11925	399639
1159	11934	399601
1160	11944	399570
1161	11953	399535
1162	11963	399490
1163	11972	399468
1164	11982	399428
1165	11992	399405
1166	12002	399384
1167	12011	399340
1168	12021	399310
1169	12030	399258
1170	12040	399261
1171	12052	399288
1172	12062	399279
1173	12073	399279
1174	12083	399267
1175	12093	399244
1176	12103	399228
1177	12113	399216
1178	12123	399199
1179	12133	399183
1180	12142	399134
1181	12152	399105
1182	12161	399052
1183	12171	399022
1184	12180	398972
1185	12189	398921
1186	12199	398906
1187	12209	398868
1188	12218	398827
1189	12226	398763
1190	12252	399264
1191	12267	399396
1192	12278	399399
1193	12291	399479
1194	12301	399460
1195	12311	399434
1196	12321	399416
1197	12331	399402
1198	12339	399332
1199	12348	399282
1200	12357	399222
1201	12367	399192
1202	12375	399124
1203	12385	399081
1204	12393	399019
1205	12402	398956
1206	12412	398923
1207	12420	398862
1208	12430	398823
1209	12439	398789
1210	12449	398779
1211	12460	398764
1212	12469	398730
1213	12480	398723
1214	12489	398684
1215	12499	398674
1216	12510	398665
1217	12520	398650
1218	12529	398616
1219	12538	398568
1220	12548	398553
1221	12557	398501
1222	12567	398455
1223	12576	398417
1224	12585	398366
1225	12595	398335
1226	12603	398280
1227	12614	398272
1228	12623	398232
1229	12633	398200
1230	12643	398187
1231	12653	398176
1232	12664	398199
1233	12675	398191
1234	12685	398175
1235	12696	398195
1236	12707	398195
1237	12716	398159
1238	12727	398157
1239	12735	398100
1240	12745	398077
1241	12756	398065
1242	12765	398039
1243	12775	398016
1244	12785	397981
1245	12795	397962
1246	12804	397927
1247	12813	397885
1248	12823	397855
1249	12832	397812
1250	12843	397819
1251	12853	397806
1252	12863	397776
1253	12873	397761
1254	12882	397724
1255	12894	397752
1256	12904	397745
1257	12914	397736
1258	12925	397719
1259	12934	397681
1260	12943	397642
1261	12953	397625
1262	12962	397582
1263	12972	397554
1264	12982	397526
1265	12992	397508
1266	13002	397501
1267	13012	397472
1268	13022	397450
1269	13030	397391
1270	13040	397372
1271	13052	397397
1272	13062	397370
1273	13071	397351
1274	13081	397322
1275	13091	397308
1276	13102	397318
1277	13112	397288
1278	13123	397295
1279	13132	397270
1280	13141	397220
1281	13151	397197
1282	13160	397149
1283	13170	397131
1284	13179	397085
1285	13189	397067
1286	13199	397037
1287	13208	397005
1288	13243	397724
1289	13261	397934
1290	13274	398015
1291	13287	398076
1292	13296	398037
1293	13305	397991
1294	13315	397968
1295	13324	397922
1296	13334	397900
1297	13342	397831
1298	13352	397808
1299	13361	397771
1300	13370	397721
1301	13380	397691
1302	13389	397636
1303	13399	397618
1304	13407	397564
1305	13417	397541
1306	13427	397500
1307	13435	397449
1308	13445	397428
1309	13454	397372
1310	13464	397342
1311	13473	397316
1312	13483	397297
1313	13494	397292
1314	13503	397252
1315	13513	397244
1316	13524	397230
1317	13534	397221
1318	13544	397206
1319	13553	397163
1320	13562	397125
1321	13572	397080
1322	13582	397072
1323	13591	397032
1324	13600	396982
1325	13610	396960
1326	13619	396904
1327	13629	396890
1328	13638	396852
1329	13648	396826
1330	13658	396804
1331	13667	396765
1332	13677	396746
1333	13687	396721
1334	13698	396740
1335	13708	396739
1336	13718	396716
1337	13730	396738
1338	13741	396745
1339	13751	396727
1340	13761	396726
1341	13772	396722
1342	13781	396688
1343	13792	396690
1344	13802	396672
1345	13813	396680
1346	13823	396661
1347	13832	396633
1348	13843	396638
1349	13853	396616
1350	13863	396593
1351	13872	396570
1352	13882	396543
1353	13893	396553
1354	13904	396552
1355	13914	396552
1356	13925	396552
1357	13936	396557
1358	13946	396539
1359	13956	396538
1360	13966	396513
1361	13976	396484
1362	13985	396451
1363	13995	396416
1364	14004	396387
1365	14013	396347
1366	14024	396335
1367	14033	396302
1368	14044	396310
1369	14054	396304
1370	14064	396264
1371	14073	396239
1372	14083	396216
1373	14093	396198
1374	14103	396183
1375	14113	396161
1376	14123	396156
1377	14134	396153
1378	14144	396146
1379	14155	396141
1380	14165	396117
1381	14174	396079
1382	14184	396059
1383	14193	396019
1384	14202	395989
1385	14211	395938
1386	14221	395908
1387	14230	395864
1388	14239	395818
1389	14248	395782
1390	14258	395757
1391	14270	395813
1392	14280	395780
1393	14290	395757
1394	14300	395737
1395	14309	395712
1396	14320	395708
1397	14330	395704
1398	14340	395688
1399	14351	395689
1400	14361	395680
1401	14371	395646
1402	14380	395624
1403	14390	395590
1404	14400	395570
1405	14409	395533
1406	14419	395511
1407	14429	395490
1408	14438	395451
1409	14447	395419
1410	14456	395378
1411	14467	395385
1412	14477	395361
1413	14487	395348
1414	14498	395344
1415	14508	395325
1416	14518	395310
1417	14529	395322
1418	14538	395293
1419	14549	395282
1420	14558	395259
1421	14568	395237
1422	14579	395238
1423	14588	395201
1424	14598	395192
1425	14607	395147
1426	14616	395097
1427	14626	395075
1428	14635	395029
1429	14645	395015
1430	14654	394975
1431	14664	394952
1432	14673	394926
1433	14682	394876
1434	14693	394868
1435	14703	394854
1436	14713	394860
1437	14724	394849
1438	14734	394837
1439	14744	394834
1440	14754	394819
1441	14764	394798
1442	14775	394790
1443	14784	394758
1444	14794	394738
1445	14804	394723
1446	14813	394693
1447	14823	394675
1448	14833	394649
1449	14843	394630
1450	14852	394600
1451	14862	394564
1452	14872	394543
1453	14881	394513
1454	14891	394498
1455	14901	394479
1456	14912	394486
1457	14922	394476
1458	14932	394455
1459	14943	394457
1460	14953	394441
1461	14962	394417
1462	14973	394413
1463	14983	394401
1464	14993	394390
1465	15013	394628
1466	15030	394792
1467	15042	394827
1468	15052	394825
1469	15062	394795
1470	15071	394757
1471	15080	394713
1472	15090	394703
1473	15100	394675
1474	15109	394632
1475	15119	394615
1476	15128	394582
1477	15138	394567
1478	15148	394552
1479	15157	394513
1480	15167	394492
1481	15176	394453
1482	15186	394436
1483	15196	394399
1484	15205	394378
1485	15215	394352
1486	15224	394309
1487	15233	394282
1488	15243	394247
1489	15252	394217
1490	15265	394266
1491	15274	394238
1492	15284	394203
1493	15293	394179
1494	15304	394183
1495	15315	394178
1496	15324	394148
1497	15334	394132
1498	15343	394099
1499	15354	394091
1500	15365	394095
1501	15374	394057
1502	15383	394029
1503	15392	393991
1504	15403	393984
1505	15413	393963
1506	15422	393927
1507	15432	393905
1508	15441	393870
1509	15451	393850
1510	15460	393825
1511	15469	393780
1512	15479	393759
1513	15488	393717
1514	15499	393717
1515	15508	393694
1516	15519	393684
1517	15529	393684
1518	15539	393662
1519	15550	393666
1520	15560	393662
1521	15570	393638
1522	15579	393609
1523	15589	393571
1524	15598	393545
1525	15608	393514
1526	15617	393492
1527	15627	393469
1528	15636	393440
1529	15646	393415
1530	15655	393373
1531	15665	393350
1532	15674	393325
1533	15683	393283
1534	15694	393270
1535	15703	393250
1536	15714	393245
1537	15724	393239
1538	15743	393455
1539	15756	393501
1540	15769	393566
1541	15781	393590
1542	15792	393595
1543	15801	393567
1544	15812	393566
1545	15821	393540
1546	15830	393502
1547	15840	393484
1548	15850	393469
1549	15860	393442
1550	15869	393406
1551	15879	393381
1552	15889	393361
1553	15898	393329
1554	15908	393315
1555	15918	393291
1556	15928	393289
1557	15939	393286
1558	15949	393278
1559	15960	393278
1560	15971	393279
1561	15980	393251
1562	15990	393233
1563	15999	393198
1564	16009	393169
1565	16018	393143
1566	16028	393115
1567	16038	393106
1568	16048	393079
1569	16057	393057
1570	16067	393027
1571	16076	393000
1572	16086	392982
1573	16096	392953
1574	16105	392934
1575	16115	392904
1576	16125	392892
1577	16135	392884
1578	16145	392859
1579	16155	392851
1580	16165	392837
1581	16176	392831
1582	16185	392804
1583	16195	392782
1584	16205	392756
1585	16214	392723
1586	16223	392694
1587	16233	392675
1588	16243	392646
1589	16255	392691
1590	16265	392666
1591	16274	392627
1592	16283	392596
1593	16292	392558
1594	16302	392548
1595	16312	392527
1596	16322	392501
1597	16332	392489
1598	16342	392473
1599	16352	392459
1600	16362	392448
1601	16373	392446
1602	16382	392418
1603	16391	392382
1604	16401	392361
1605	16411	392333
1606	16420	392311
1607	16430	392295
1608	16439	392256
1609	16450	392260
1610	16459	392223
1611	16469	392197
1612	16479	392183
1613	16488	392147
1614	16498	392132
1615	16508	392114
1616	16518	392108
1617	16529	392099
1618	16539	392086
1619	16549	392075
1620	16560	392076
1621	16569	392047
1622	16579	392033
1623	16588	391998
1624	16598	391980
1625	16608	391953
1626	16617	391919
1627	16627	391905
1628	16636	391875
1629	16646	391860
1630	16656	391842
1631	16666	391832
1632	16676	391812
1633	16685	391778
1634	16695	391749
1635	16704	391724
1636	16715	391728
1637	16725	391710
1638	16735	391701
1639	16746	391699
1640	16756	391693
1641	16767	391686
1642	16777	391680
1643	16786	391650
1644	16796	391626
1645	16806	391607
1646	16816	391587
1647	16825	391565
1648	16834	391529
1649	16844	391511
1650	16854	391481
1651	16863	391462
1652	16873	391444
1653	16883	391426
1654	16892	391396
1655	16902	391367
1656	16912	391351
1657	16922	391343
1658	16932	391319
1659	16942	391307
1660	16952	391290
1661	16962	391281
1662	16972	391272
1663	16983	391262
1664	16993	391250
1665	17002	391216
1666	17011	391194
1667	17022	391183
1668	17030	391136
1669	17040	391118
1670	17049	391079
1671	17059	391063
1672	17068	391032
1673	17078	391000
